id;nom;pays;region;localite;remontees;km_pistes;bas_m;sommet_m;lat;lon;site_officiel_connu;page_tarifs_trouvee;manque;raison;photo_url;photo_legende;forfait_jour_adulte;devise;periode;source;note
bg-zdravets;"Zdravets, писта х. ""Здравец"" - голяма";Bulgarie;Plovdiv;;0;1;1153;1338;42.00511;24.68956;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
by-logoisk;Logoisk;Biélorussie;Minskaya Voblasts';;3;3.1;230;306;54.18588;27.80841;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
by-mozyr;Mozyr;Biélorussie;Homyel'skaya Voblasts';;1;0;186;211;52.02991;29.25961;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
by-silichy;Silichy;Biélorussie;Minskaya Voblasts';;7;3.2;230;323;54.16076;27.83563;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
by-solnechnaya-dolina;Solnechnaya Dolina;Biélorussie;Minsk;Minsk;2;0;205;234;53.84793;27.51558;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-adelboden-lenk;Adelboden - Lenk;Suisse;Bern;Adelboden;21;83.3;1263;2193;46.46459;7.50910;https://www.adelboden-lenk.ch/de/Erlebnis/Skiregion/Adelboden-Lenk;https://www.adelboden-lenk.ch/de/Service/Tickets-Tarife;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-airolo-pescium;Airolo Pesciüm;Suisse;Ticino;Airlonia;8;20.8;1179;2253;46.51272;8.61049;https://airolo.ch/;https://www.airolo.ch/prezzi-orari-funivie-airolo-estate.php;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-aletsch-arena;Aletsch Arena;Suisse;Valais;Betten;43;85.4;1057;2869;46.39212;8.07465;https://www.aletscharena.ch/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-alpe-di-neggia;Alpe di Neggia;Suisse;Ticino;Indemini;2;1.4;1375;1514;46.11116;8.84225;https://alpedineggia.ch/it;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-alvaneu;Alvaneu;Suisse;Graubunden;Alvaneu;1;0.8;1142;1197;46.67422;9.64004;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-amden-arvenbuel;Amden Arvenbüel;Suisse;Saint Gallen;Amden;3;6.8;1158;1365;47.14779;9.17843;https://www.amden-weesen.ch/winter/skigebiet-amden;;photo et forfait;site injoignable (403);;;;;;;
ch-appenzell;Appenzell;Suisse;Appenzell Innerrhoden;Appenzell;1;5.5;812;1164;47.31998;9.40321;https://www.skilift-sollegg.ch;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-atzmannig;Atzmännig;Suisse;Saint Gallen;Goldingen;5;0;825;1194;47.28193;9.00104;https://www.atzmaennig.ch/;https://www.atzmaennig.ch/de/sommer/preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-baulmes;Baulmes;Suisse;Vaud;Baulmes;1;2.7;1210;1424;46.78032;6.47443;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-bedea-novaggio;Bedea-Novaggio;Suisse;Ticino;Novaggio;1;0;626;683;46.00933;8.86272;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-bellwald;Bellwald;Suisse;Valais;Bellwald;4;16.1;1622;2558;46.44125;8.16505;https://www.bellwald.ch/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-bennau-einsiedeln;Bennau /Einsiedeln;Suisse;Schwyz;Bennau;3;1.2;882;1052;47.14320;8.73187;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-brigels-waltensburg-andiast-brigels-waltenburg-andiast-breil-vuorz-andiast;Brigels-Waltensburg-Andiast, Brigels-Waltenburg-Andiast, Breil-Vuorz-Andiast;Suisse;Graubunden;Andiast;12;30.9;1102;2412;46.78815;9.08066;https://www.brigels-bergbahnen.ch;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-brot-dessus;Brot-Dessus;Suisse;Neuchatel;Brot-Plamboz;1;0.3;1016;1059;46.97126;6.74363;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-brunni-haggenegg;Brunni-Haggenegg;Suisse;Schwyz;Alpthal;3;8.7;1092;1500;47.04927;8.69371;https://www.brunnialpthal.ch/;https://www.brunnialpthal.ch/Saisonkarten.aspx;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-brunni-holzegg-rotenflue;Brunni-Holzegg-Rotenflue;Suisse;Schwyz;Alpthal;12;26.8;817;1568;47.01551;8.73905;https://www.brunnialpthal.ch/;https://www.brunnialpthal.ch/Saisonkarten.aspx;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-brusti-attinghausen;Brüsti – Attinghausen;Suisse;Uri;Attinghausen;5;2.1;1426;1600;46.85086;8.61428;https://www.xn--brsti-surenenpass-32b.ch/;;photo;site refusé (robots.txt ou 429);;;;;;;
ch-campo-blenio;Campo (Blenio);Suisse;Ticino;Campo;4;2.6;1205;1578;46.56009;8.93109;https://campoblenio.ch/;https://www.campoblenio.ch/tariffe/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-casaccia;Casaccia;Suisse;Graubunden;Casaccia;1;0.6;1475;1599;46.39368;9.66604;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-chalet-a-gobet;Chalet a Gobet;Suisse;Vaud;Lausanne 25;0;0.7;846;863;46.56602;6.69148;https://www.stations-de-ski.ch/en/stations-de-ski-vaudoises/ski-bob-luge-chalet-a-gobet/#apropos;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
ch-chuderhusi;Chuderhüsi;Suisse;Bern;Rothenbach;1;0.3;1017;1088;46.87452;7.72059;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-cimetta;Cimetta;Suisse;Ticino;Avegno;16;0;202;1653;46.18622;8.79069;https://www.cardada.ch/;https://www.cardada.ch/fr/horaire-et-tarifs;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-confin-san-bernardino;Confin / San Bernardino;Suisse;Graubunden;San Bernardino;6;20.1;1640;2504;46.45626;9.16320;https://sanbernardino-swissalps.com/sportarena;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
ch-corviglia;Corviglia;Suisse;Graubunden;Celerina/Schlarigna;49;65.3;1733;3021;46.51108;9.82168;https://www.mountains.ch/;https://www.mountains.ch/en/tickets/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-dent-de-vaulion-le-morez;Dent de Vaulion – Le Morez;Suisse;Vaud;Vaulion;4;7.1;1152;1465;46.68210;6.35768;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-eggberge-469015m86525;Eggberge;Suisse;Uri;Altdorf;1;5.5;1460;1742;46.90146;8.65254;https://www.eggberge.ch/;https://www.eggberge.ch/seilbahn/preisetickets;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-eigenthal;Eigenthal;Suisse;Lucerne;Eigenthal;1;0.3;964;986;47.00391;8.21080;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-euthal;Euthal;Suisse;Schwyz;Euthal;1;0.5;896;1039;47.09192;8.82323;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-friherrenberg;Friherrenberg;Suisse;Schwyz;Einsiedeln;3;0;924;1110;47.12546;8.76327;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-froideville;Froideville;Suisse;Vaud;Froideville;1;0.2;790;835;46.59833;6.69652;https://cn-froideville.ch/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-gahwil;Gähwil;Suisse;Saint Gallen;OEtwil;1;1.5;746;893;47.39243;9.00244;https://www.gaehwil.ch/index.php/skilift-gaehwil.html;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-gais;Gais;Suisse;Appenzell Ausserrhoden;Gais;1;1.2;950;1038;47.36662;9.45758;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-gfellen-finsterwald;Gfellen-Finsterwald;Suisse;Lucerne;Finsterwald b. Entlebuch;0;0;;;46.95626;8.13426;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-glarus;Glarus;Suisse;Glarus;Glarus;1;0.9;510;669;47.03187;9.06350;https://www.glarus.ch/freizeit-wohnen/sportanlagen/skilift-dreieck.html/6235;https://www.glarus.ch/freizeit-wohnen/freizeit-tourismus/sbb-tagessparkarte-gemeinde.html/7218;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-grub-kaien;Grub-Kaien;Suisse;Appenzell Ausserrhoden;Grub;1;1.6;849;1068;47.44018;9.50453;https://skiliftgrub-kaien.ch;https://skiliftgrub-kaien.ch/preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-gstaad-saanen-rougemont;Gstaad - Saanen - Rougemont;Suisse;Bern;Grund;11;39;968;2152;46.46423;7.25090;https://www.gstaad.ch/bergbahnen/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-haldi;Haldi;Suisse;Uri;Bürglen;3;0.7;1238;1393;46.85857;8.67450;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-hatzingen;Hätzingen;Suisse;Glarus;Hätzingen;1;0.8;617;688;46.95717;9.03699;https://www.skilift-haetzingen.ch;;photo;site refusé (robots.txt ou 429);;;;;;;
ch-heiligkreuz-first;Heiligkreuz - First;Suisse;Lucerne;Hasle;1;3.1;1130;1460;46.94313;8.05671;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-heimenschwand;Heimenschwand;Suisse;Bern;Heimenschwand;1;0.9;1002;1176;46.82754;7.67747;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-heiti-gsteig-b-gstaad;Heiti – Gsteig b. Gstaad;Suisse;Bern;Gsteig bei Gstaad;1;1.2;1223;1351;46.37931;7.26389;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-hergiswil-langmattli;Hergiswil - Langmattli;Suisse;Nidwalden;Hergiswil;2;0.4;834;937;46.98426;8.27830;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-hohwald-beatenberg;Hohwald Beatenberg;Suisse;Bern;Beatenberg;3;6.6;1290;1604;46.70939;7.82126;https://www.skilift-hohwald.ch/;https://www.skilift-hohwald.ch/preise;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-horben;Horben;Suisse;Aargau;Beinwil;1;0.3;755;798;47.22652;8.31608;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-hubeli;Hübeli;Suisse;Lucerne;Hergiswil b. Willisau;1;1.4;720;832;47.05889;7.95731;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-jeizinen;Jeizinen;Suisse;Valais;Bratsch;6;9.2;1554;2189;46.33105;7.72943;https://www.gampel-bratsch-tourismus.ch/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-jungfraujoch-snow-fun-park;Jungfraujoch Snow Fun Park;Suisse;Valais;Fieschertal;2;0.5;3438;3461;46.54768;7.98853;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-kaltbrunn;Kaltbrunn;Suisse;Saint Gallen;Kaltbrunn;1;0.7;1153;1232;47.19367;9.10609;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-kinderland;Kinderland;Suisse;Graubunden;Savognin;3;0;1173;1180;46.59398;9.59650;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-krinau;Krinau;Suisse;Saint Gallen;Krinau;1;0.6;823;902;47.31464;9.04916;https://krinau.ch/skilift/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-kronberg;Kronberg;Suisse;Appenzell Innerrhoden;Gonten;1;0;875;1647;47.30572;9.34547;https://www.kronberg.ch/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-la-martinaux;La Martinaux;Suisse;Vaud;Morcles;1;2.2;1485;1681;46.21603;7.04603;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-langis-glaubenberg-469083m81406;Langis-Glaubenberg;Suisse;Obwalden;Stalden;1;0;1448;1475;46.90832;8.14065;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-lantsch-lenz;Lantsch/Lenz;Suisse;Graubunden;Lantsch/Lenz;1;0.6;1290;1379;46.68369;9.56962;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-lauenen;Lauenen;Suisse;Bern;Lauenen;1;2;1239;1405;46.41698;7.31720;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-le-larmont;Le Larmont;Suisse;Neuchatel;Les Verrières;1;0;1132;1214;46.89884;6.42908;https://www.espacenordiquejurassien.com/annuaire/site_nordique_de_pontarlier_-_le_larmont~bb17cae35d724a7e387aa22fcfe.html;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-les-cernets;Les Cernets;Suisse;Neuchatel;Brot-Plamboz;0;0;990;1388;47.01994;6.72963;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-les-giettes;Les Giettes;Suisse;Valais;Les Giettes;2;2;1280;1694;46.21762;6.95443;https://www.telegiettes.ch;https://telegiettes.ch/tarifs;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-les-gollieres;Les Gollières;Suisse;Neuchatel;La Vue-des-Alpes;0;0;;;47.05460;6.85674;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-les-mosses;Les Mosses;Suisse;Vaud;La Comballaz;14;25.7;1379;1870;46.40699;7.09700;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-les-pleiades;Les Pléiades;Suisse;Vaud;Blonay;3;0.3;1312;1348;46.48248;6.91342;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-les-rousses;Les Rousses;Suisse;Vaud;Arzier-Le Muids;24;31.7;1060;1662;46.49229;6.10238;https://www.lesrousses.com/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
ch-leukerbad-gemmipass;Leukerbad - Gemmipass;Suisse;Valais;Leukerbad;7;0.7;1383;2343;46.39913;7.60117;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-leysin-les-mosses-la-lecherette;Leysin (Les Mosses, La Lecherette);Suisse;Vaud;Les Mosses;0;0;;;46.39519;7.10211;https://www.leysin.ch/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-lourtier;Lourtier;Suisse;Valais;Lourtier;1;0.9;1098;1192;46.05078;7.26859;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-malleray-les-orvalles;Malleray - Les Orvalles;Suisse;Bern;Malleray;1;0.4;781;842;47.22852;7.27036;https://www.bikeparkvalbirse.ch/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-maloja;Maloja;Suisse;Graubunden;Maloja District;3;3.1;1821;2133;46.39753;9.70615;https://www.bregaglia.ch/de/alpinski;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-mauborget;Mauborget;Suisse;Vaud;Mauborget;2;0.4;1122;1190;46.85388;6.60591;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-mogno-464281m86623;Mogno;Suisse;Ticino;Fusio;1;1.8;1156;1249;46.42810;8.66233;https://mognofreetime.ch/;https://mognofreetime.ch/tariffe/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-monte-tamaro;Monte Tamaro;Suisse;Ticino;Rivera TI;4;0;472;1603;46.12042;8.90476;https://www.montetamaro.ch/;https://www.montetamaro.ch/fr/horaires-et-prix;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-mosnang;Mosnang;Suisse;Saint Gallen;Mosnang;1;1.6;720;833;47.35937;9.04268;https://www.skiliftmosnang.ch;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-mugi;Mugi;Suisse;Glarus;Netstal;1;0.2;497;537;47.06247;9.04682;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-nods;Nods;Suisse;Bern;Nods;1;0;946;1008;47.11849;7.07691;https://www.teleskinods.ch/;https://www.teleskinods.ch/tarif/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-nollen;Nollen;Suisse;Zug;Unterägeri;2;4;766;1046;47.12371;8.55690;https://www.nollenaegeri.ch/;;photo;site refusé (robots.txt ou 429);;;;;;;
ch-nollen-474939m91200;Nollen;Suisse;Thurgau;Hosenruck;1;0.3;690;729;47.49386;9.12001;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-oberholz-farner;Oberholz - Farner;Suisse;Saint Gallen;Goldingen;3;4.3;851;1167;47.28632;8.94729;https://www.skilift-oberholz.ch/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-oberwangen;Oberwangen;Suisse;Saint Gallen;Dietschwil;1;1.3;624;759;47.42006;8.98541;https://www.skilift-oberwangen.com;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-parsenn;Parsenn;Suisse;Graubunden;Clavadel;39;79.3;1000;2811;46.81704;9.86755;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-pilatus;Pilatus;Suisse;Nidwalden;Hergiswil;3;0;513;2063;47.00508;8.26346;https://www.pilatus.ch/;https://pilatus.ch/bahnen/tickets;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-pischa;Pischa;Suisse;Graubunden;Davos Dorf;1;0;1799;2480;46.80600;9.90747;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-pontresina;Pontresina;Suisse;Graubunden;Pontresina;0;0;;;46.48956;9.91640;https://www.pontresina.ch/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-pontresina-464897m99144;Pontresina;Suisse;Graubunden;Pontresina;2;0.3;1841;1925;46.48971;9.91439;https://www.pontresina.ch/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-pradaschier;Pradaschier;Suisse;Graubunden;Churwalden;2;2.3;1248;2065;46.78129;9.52177;https://www.pradaschier.ch;https://pradaschier.ch/tickets-preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-raten;Raten;Suisse;Zug;alosen;2;0.6;1081;1119;47.14006;8.66622;https://www.skilift-raten.ch/;https://www.skilift-raten.ch/Preise.htm;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-regensberg;Regensberg;Suisse;Zurich;Regensberg;1;0.3;585;629;47.47488;8.43005;https://skilift-regensberg.ch/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-rigi-scheidegg;Rigi-Scheidegg;Suisse;Schwyz;Gersau;3;4.7;1014;1646;47.02646;8.53225;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-rigi-seebodenalp;Rigi Seebodenalp;Suisse;Schwyz;Küssnacht;2;2.7;1032;1220;47.06754;8.45619;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-rinerhorn;Rinerhorn;Suisse;Graubunden;Clavadel;7;22.2;1459;2491;46.74158;9.81048;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-rohrenmoos;Röhrenmoos;Suisse;Aargau;Bergdietikon;1;0;462;498;47.40071;8.38021;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-rossberg-oberwil;Rossberg Oberwil;Suisse;Bern;Oberwil im Simmental;1;3.3;1148;1467;46.63543;7.44215;https://www.rossbergoberwil.ch/;https://www.rossbergoberwil.ch/angebot/preise;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-rothwald;Rothwald;Suisse;Valais;Rothwald;2;9.2;1754;2260;46.27676;8.05006;https://www.rothwald.ch/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-ruhesitz;Ruhesitz;Suisse;Appenzell Innerrhoden;Brülisau;1;0;924;1793;47.29101;9.46994;https://www.ruhesitz.ch/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-runal-pera-trun;Runal Péra Trun;Suisse;Graubunden;Rabius;1;3.8;921;1041;46.73933;8.96618;https://runalpera.ch/de/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-sainte-croix-les-rasses;Sainte-Croix - Les rasses;Suisse;Vaud;Bullet;7;0;1175;1487;46.87719;6.62233;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-sainte-croix-les-rasses-468365m65307;Sainte-Croix / Les Rasses;Suisse;Vaud;Les Rasses;6;11.4;1198;1558;46.83646;6.53069;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-savognin;Savognin;Suisse;Graubunden;Mulegns;8;44.1;1592;2700;46.56576;9.57014;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-savognin-465833m95833;Savognin;Suisse;Graubunden;Savognin;0;0;;;46.58333;9.58333;https://www.savognin.ch/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
ch-schafmatt;Schafmatt;Suisse;Solothurn;Barmelweid;1;0.8;745;863;47.42145;7.95281;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-schonried-saanenmoser-zweisimmen-st-stephan;Schönried - Saanenmöser - Zweisimmen - St. Stephan;Suisse;Bern;Blankenburg;16;58.8;944;2002;46.50814;7.36572;https://www.gstaad.ch/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-schupfheim;Schüpfheim;Suisse;Lucerne;Schüpfheim;1;0.6;758;887;46.95008;8.02570;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-schwengimatt;Schwengimatt;Suisse;Solothurn;Balstal;1;1.6;997;1099;47.29058;7.67467;https://www.berggasthof-schwengimatt.ch/Skilift.htm;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-selfranga;Selfranga;Suisse;Graubunden;Klosters;3;2.7;1185;1355;46.86129;9.88750;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-skilift-chrachenhutten-blumenstein;Skilift Chrachenhütten Blumenstein;Suisse;Bern;Blumenstein;1;0.7;736;816;46.72930;7.51159;https://www.blumenstein.ch/dorfleben/sport;https://www.blumenstein.ch/verwaltung/tageskarten;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-skilift-gurnigel-bad;Skilift Gurnigel-Bad;Suisse;Bern;Rüti bei Riggisberg;1;1.3;1199;1295;46.75695;7.44954;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-skilift-oberiberg;Skilift Oberiberg;Suisse;Schwyz;Oberiberg;4;3.9;1081;1332;47.03550;8.78562;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-skilift-schratten-fluhli;Skilift Schratten Flühli;Suisse;Lucerne;Flühli;0;0;;;46.87500;8.00884;https://www.skiliftfluehli.ch/;;photo;site refusé (robots.txt ou 429);;;;;;;
ch-skipisten-titlis-bergbahnen;Skipisten Titlis Bergbahnen;Suisse;Nidwalden;Engelberg;30;41;997;3040;46.79353;8.40037;https://www.engelberg.ch/;;forfait;site refusé (robots.txt ou 429);;;;;;;
ch-spitze;Spitze;Suisse;Saint Gallen;Eggersriet;1;0.2;878;925;47.44436;9.48065;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-st-margrethenberg;St. Margrethenberg;Suisse;Saint Gallen;St. Margrethenberg;1;2.4;1190;1457;46.97830;9.50486;https://www.skilift-tristeli.ch/;;photo;site refusé (robots.txt ou 429);;;;;;;
ch-tannenberg;Tannenberg;Suisse;Saint Gallen;Andwil;1;0.4;788;847;47.44400;9.29910;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-tarasp;Tarasp;Suisse;Graubunden;Tarasp;1;0.3;1409;1449;46.77493;10.26152;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-urnasch;Urnäsch;Suisse;Appenzell Ausserrhoden;Urnäsch;2;1.6;831;1083;47.30876;9.28800;https://skilift-urnaesch.ch;https://skilift-urnaesch.ch/preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ch-wasen;Wasen;Suisse;Bern;Wasen im Emmental;2;1.5;845;949;47.03522;7.79264;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ch-wilern;Wilern;Suisse;Valais;Binn;1;0.7;1432;1529;46.36086;8.18264;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
